Governorate,Delegation,Locality,Nature,Type of Real Estate,Surface,Price,Inserted On
Nabeul,Hammamet,Hammamet,Sale,Houses,400.0,890000.0,25/12/2023
Tunis,La Marsa,La Marsa,Rental,2-room apartment,100.0,1050.0,25/12/2023
Ariana,La Soukra,La Soukra,Sale,Houses,111.0,140000.0,19/12/2023
Ariana,Ariana Ville,Ariana Ville,Rental,3-room apartment,125.0,950.0,02/01/2024
Nabeul,Hammamet,Hammamet,Rental,4-room apartment,1.0,1200.0,27/12/2023
Ariana,Ariana Ville,Ariana Ville,Sale,4-room apartment,100.0,170000.0,23/12/2023
Ben arous,Ben Arous,Ben Arous,Rental,3-room apartment,120.0,750.0,12/12/2023
Tunis,Le Bardo,Le Bardo,Sale,3-room apartment,100.0,350000.0,02/01/2024
Ben arous,El Mourouj,El Mourouj,Offices & Shops,"Workshop, Garage",290.0,1200.0,30/06/2023
Nabeul,El Haouaria,El Haouaria,Sale,Houses,347.0,650000.0,03/01/2024
Sfax,Sfax Ville,Sfax Ville,Land,Agricultural land,15552.0,110000.0,18/12/2023
Tunis,El Ouerdia,El Ouerdia,Sale,Houses,130.0,310000.0,19/12/2023
Gabes,Menzel Habib,Menzel Habib,Land,Agricultural land,100000.0,900000.0,31/12/2023
Nabeul,Hammamet,Hammamet,Rental,Houses,280.0,2000.0,16/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,300.0,950000.0,28/12/2023
Tunis,La Marsa,La Marsa,Rental,1-room apartment,60.0,1100.0,23/12/2023
Ariana,Raoued,Raoued,Rental,Houses,250.0,1500.0,15/12/2023
Manouba,Mannouba,Mannouba,Rental,4-room apartment,100.0,850.0,29/12/2023
Ariana,La Soukra,La Soukra,Rental,4-room apartment,105.0,670.0,25/12/2023
Nabeul,Kelibia,Kelibia,Land,Agricultural land,100000.0,1250000.0,17/12/2023
Sousse,Sousse Ville,Sousse Ville,Rental,3-room apartment,85.0,1100.0,14/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,4700.0,1550000.0,07/12/2020
Tunis,La Marsa,La Marsa,Rental,1-room apartment,62.0,1100.0,19/12/2023
Ben arous,Nouvelle Medina,Nouvelle Medina,Rental,2-room apartment,80.0,700.0,18/12/2023
Ariana,Sidi Thabet,Sidi Thabet,Land,Vacant land,240.0,70000.0,11/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,280.0,845000.0,11/12/2023
Tunis,Le Bardo,Le Bardo,Sale,3-room apartment,357.0,1200000.0,22/12/2023
Ariana,Ariana Ville,Ariana Ville,Sale,3-room apartment,80.0,280000.0,25/12/2023
Tunis,La Marsa,La Marsa,Rental,Houses,300.0,4000.0,17/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,310.0,1000000.0,29/12/2023
Tunis,La Marsa,La Marsa,Rental,2-room apartment,89.0,1200.0,13/12/2023
Ariana,Ariana Ville,Ariana Ville,Rental,2-room apartment,54.0,550.0,01/01/2024
Tunis,La Medina,La Medina,Sale,Houses,448.0,370000.0,15/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,400.0,890000.0,15/12/2023
Bizerte,Bizerte Nord,Bizerte Nord,Offices & Shops,Business property,75.0,85000.0,13/12/2023
Ben arous,Bou Mhel El Bassatine,Bou Mhel El Bassatine,Sale,Surfaces,200.0,70000.0,16/12/2023
Ben arous,Ben Arous,Ben Arous,Rental,Houses,200.0,1500.0,20/12/2023
Tunis,La Marsa,La Marsa,Rental,1-room apartment,40.0,650.0,28/12/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Sale,3-room apartment,147.0,447000.0,02/01/2024
Ariana,La Soukra,La Soukra,Rental,Duplex,240.0,1000.0,31/12/2023
Ben arous,El Mourouj,El Mourouj,Offices & Shops,Office,130.0,800.0,14/12/2023
Tunis,La Marsa,La Marsa,Sale,1-room apartment,61.0,170800.0,18/12/2023
Nabeul,Hammamet,Hammamet,Rental,Houses,400.0,2700.0,22/12/2023
Ariana,Ariana Ville,Ariana Ville,Rental,1-room apartment,100.0,2000.0,14/12/2023
Tunis,Bab Bhar,Bab Bhar,Sale,2-room apartment,40.0,70000.0,02/01/2024
Nabeul,Hammamet,Hammamet,Sale,Houses,293.0,1450000.0,13/12/2023
Nabeul,Hammamet,Hammamet,Rental,5-room apartment and more,100.0,2500.0,04/01/2024
Ariana,Raoued,Raoued,Rental,4-room apartment,100.0,700.0,18/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,270.0,840000.0,29/12/2023
Nabeul,Hammamet,Hammamet,Sale,2-room apartment,67.0,245000.0,31/12/2023
Ben arous,Bou Mhel El Bassatine,Bou Mhel El Bassatine,Sale,1-room apartment,60.0,195000.0,15/12/2023
Tunis,Bab Bhar,Bab Bhar,Rental,3-room apartment,60.0,550.0,25/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,200.0,690000.0,28/12/2023
Bizerte,Bizerte Nord,Bizerte Nord,Rental,2-room apartment,70.0,600.0,03/10/2023
Tunis,El Menzah,El Menzah,Rental,3-room apartment,90.0,1150.0,13/12/2023
Ben arous,Ben Arous,Ben Arous,Sale,3-room apartment,107.0,165000.0,03/01/2024
Nabeul,Hammamet,Hammamet,Land,Agricultural land,20000.0,400000.0,28/12/2023
Manouba,Oued Ellil,Oued Ellil,Land,Vacant land,200.0,50000.0,15/12/2023
Ariana,La Soukra,La Soukra,Rental,3-room apartment,90.0,1200.0,28/12/2023
Tunis,La Medina,La Medina,Sale,Houses,373.0,380000.0,11/12/2023
Ariana,Ariana Ville,Ariana Ville,Rental,3-room apartment,120.0,1400.0,11/12/2023
Ariana,Ariana Ville,Ariana Ville,Rental,2-room apartment,60.0,850.0,22/12/2023
Sfax,Sfax Ville,Sfax Ville,Rental,2-room apartment,100.0,730.0,27/12/2023
Ariana,Ariana Ville,Ariana Ville,Rental,2-room apartment,80.0,800.0,16/12/2023
Ariana,La Soukra,La Soukra,Sale,4-room apartment,100.0,200000.0,13/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,1100.0,2000000.0,14/12/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Sale,1-room apartment,72.0,295000.0,27/12/2023
Tunis,La Marsa,La Marsa,Rental,Duplex,220.0,3600.0,02/01/2024
Tunis,Le Bardo,Le Bardo,Rental,2-room apartment,45.0,380.0,26/12/2023
Nabeul,Hammamet,Hammamet,Sale,3-room apartment,128.0,483000.0,14/12/2023
Nabeul,Grombalia,Grombalia,Sale,3-room apartment,80.0,89990.0,28/12/2023
Sousse,Hammam Sousse,Hammam Sousse,Land,Vacant land,430.0,528000.0,03/01/2024
Tunis,La Marsa,La Marsa,Rental,Houses,50.0,500.0,26/12/2023
Tunis,La Marsa,La Marsa,Rental,3-room apartment,120.0,1250.0,03/01/2024
Tunis,La Marsa,La Marsa,Rental,1-room apartment,55.0,600.0,11/12/2023
Ariana,Raoued,Raoued,Sale,Houses,470.0,882000.0,28/12/2023
Tunis,El Menzah,El Menzah,Sale,Houses,482.0,1150000.0,22/12/2023
Sousse,Sousse Ville,Sousse Ville,Sale,2-room apartment,58.0,202010.0,18/12/2023
Nabeul,Hammamet,Hammamet,Land,Vacant land,300.0,54000.0,29/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,204.0,890000.0,26/12/2023
Bizerte,Bizerte Nord,Bizerte Nord,Rental,3-room apartment,85.0,490.0,20/12/2023
Tunis,El Menzah,El Menzah,Sale,Houses,560.0,1950000.0,24/12/2023
Manouba,Mannouba,Mannouba,Rental,4-room apartment,140.0,1000.0,18/12/2023
Mahdia,La Chebba,La Chebba,Offices & Shops,Business property,180.0,68000.0,21/12/2023
Tunis,La Marsa,La Marsa,Sale,1-room apartment,60.0,220000.0,12/12/2023
Beja,Mejez El Bab,Mejez El Bab,Land,Agricultural land,60000.0,380000.0,13/12/2023
Tunis,El Menzah,El Menzah,Rental,2-room apartment,78.0,1800.0,12/12/2023
Medenine,Djerba - Midoun,Djerba - Midoun,Sale,Houses,230.0,400000.0,22/12/2023
Nabeul,Hammamet,Hammamet,Rental,3-room apartment,1000.0,1400.0,03/01/2024
Ben arous,Megrine,Megrine,Sale,Houses,300.0,420000.0,28/12/2023
Sfax,Sfax Ville,Sfax Ville,Rental,Surfaces,3200.0,20000.0,19/12/2023
Tunis,Cite El Khadra,Cite El Khadra,Rental,1-room apartment,32.0,600.0,23/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,400.0,1200000.0,30/12/2023
Ariana,Ariana Ville,Ariana Ville,Offices & Shops,Surfaces,120.0,1700.0,11/12/2023
Sousse,Akouda,Akouda,Vacation rental,1-room apartment,40.0,450.0,21/07/2021
Sousse,Sousse Jaouhara,Sousse Jaouhara,Land,Vacant land,350.0,455000.0,29/12/2023
Nabeul,Hammamet,Hammamet,Land,Agricultural land,1280.0,330000.0,18/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,296.0,900000.0,29/12/2023
Ariana,Ariana Ville,Ariana Ville,Rental,Houses,75.0,1300.0,19/12/2023
Nabeul,Kelibia,Kelibia,Sale,2-room apartment,152.0,165000.0,18/12/2023
Tunis,El Menzah,El Menzah,Rental,Houses,40.0,600.0,26/12/2023
Tunis,La Marsa,La Marsa,Offices & Shops,Office,180.0,2900.0,18/12/2023
Ariana,Sidi Thabet,Sidi Thabet,Land,Agricultural land,50000.0,120000.0,18/09/2023
Ariana,Ariana Ville,Ariana Ville,Rental,3-room apartment,140.0,745.0,12/12/2023
Tunis,Le Bardo,Le Bardo,Sale,3-room apartment,87.0,165000.0,15/12/2023
Nabeul,Beni Khiar,Beni Khiar,Land,Vacant land,10000.0,350000.0,16/12/2023
Sfax,Sfax Ville,Sfax Ville,Offices & Shops,Other,12.0,50000.0,20/12/2023
Ben arous,Hammam Lif,Hammam Lif,Rental,3-room apartment,100.0,650.0,14/12/2023
Nabeul,Hammamet,Hammamet,Rental,3-room apartment,100.0,1600.0,18/12/2023
Ariana,La Soukra,La Soukra,Sale,3-room apartment,55.0,25000.0,21/12/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,3-room apartment,1.0,1800.0,23/12/2023
Sousse,Akouda,Akouda,Sale,3-room apartment,105.0,300000.0,03/01/2024
Nabeul,Hammamet,Hammamet,Rental,Houses,500.0,4500.0,30/12/2023
Ariana,Ariana Ville,Ariana Ville,Rental,3-room apartment,120.0,2200.0,21/12/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,2-room apartment,1.0,2500.0,23/12/2023
Manouba,Tebourba,Tebourba,Sale,2-room apartment,250.0,180000.0,29/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,342.0,950000.0,11/12/2023
Ariana,La Soukra,La Soukra,Land,Vacant land,322.0,240000.0,24/12/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,Houses,400.0,4900.0,06/12/2023
Ariana,La Soukra,La Soukra,Rental,2-room apartment,100.0,1350.0,22/12/2023
Sousse,Msaken,Msaken,Rental,2-room apartment,300.0,520.0,26/12/2023
Nabeul,Hammamet,Hammamet,Rental,2-room apartment,70.0,1200.0,19/12/2023
Sousse,Akouda,Akouda,Sale,3-room apartment,85.0,170000.0,14/12/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,2-room apartment,150.0,800.0,03/01/2024
Nabeul,Hammamet,Hammamet,Sale,Houses,397.0,1050000.0,02/01/2024
Tunis,El Omrane Superieur,El Omrane Superieur,Rental,3-room apartment,90.0,500.0,24/11/2023
Tunis,El Ouerdia,El Ouerdia,Offices & Shops,Surfaces,100.0,1500.0,02/08/2023
Sousse,Sousse Ville,Sousse Ville,Sale,4-room apartment,180.0,365000.0,19/12/2023
Tunis,El Menzah,El Menzah,Sale,3-room apartment,98.0,220000.0,02/01/2024
Ben arous,El Mourouj,El Mourouj,Rental,Houses,35.0,150.0,12/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,218.0,405000.0,27/12/2023
Tunis,El Menzah,El Menzah,Rental,3-room apartment,300.0,3500.0,19/12/2023
Tunis,La Marsa,La Marsa,Rental,4-room apartment,140.0,1800.0,29/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,400.0,1520000.0,28/12/2023
Ariana,Ariana Ville,Ariana Ville,Rental,Houses,170.0,1700.0,23/12/2023
Tunis,Bab Souika,Bab Souika,Rental,3-room apartment,55.0,400.0,31/12/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,5-room apartment and more,153.0,2000.0,03/01/2024
Ariana,Ariana Ville,Ariana Ville,Land,Vacant land,632.0,880000.0,11/12/2023
Nabeul,Beni Khiar,Beni Khiar,Sale,Surfaces,10000.0,950000.0,12/12/2023
Tunis,El Ouerdia,El Ouerdia,Sale,Houses,330.0,500000.0,22/10/2023
Tunis,Le Bardo,Le Bardo,Rental,2-room apartment,85.0,850.0,19/12/2023
Sousse,Sousse Ville,Sousse Ville,Rental,2-room apartment,70.0,720.0,20/12/2023
Sousse,Akouda,Akouda,Sale,Houses,428.0,600000.0,26/12/2023
Ariana,Ariana Ville,Ariana Ville,Sale,Houses,564.0,3000000.0,16/12/2023
Ben arous,Megrine,Megrine,Sale,2-room apartment,65.0,140000.0,01/01/2024
Nabeul,Hammamet,Hammamet,Sale,Houses,200.0,690000.0,03/01/2024
Sfax,Sakiet Ezzit,Sakiet Ezzit,Rental,4-room apartment,200.0,870.0,23/12/2023
Nabeul,Kelibia,Kelibia,Sale,1-room apartment,73.0,205000.0,13/12/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Sale,2-room apartment,198.0,720000.0,25/12/2023
Nabeul,Bou Argoub,Bou Argoub,Land,Agricultural land,50000.0,600000.0,16/10/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,2038.0,2400000.0,21/12/2023
Nabeul,Hammamet,Hammamet,Land,Vacant land,656.0,385000.0,15/12/2023
Tunis,La Marsa,La Marsa,Sale,2-room apartment,127.0,357400.0,16/12/2023
Tunis,Bab Souika,Bab Souika,Rental,3-room apartment,70.0,430.0,14/12/2023
Tunis,El Omrane,El Omrane,Sale,Houses,518.0,920000.0,26/12/2023
Ben arous,El Mourouj,El Mourouj,Sale,Houses,400.0,870000.0,02/01/2024
Tunis,La Marsa,La Marsa,Rental,2-room apartment,115.0,1200.0,17/12/2023
Tunis,Sidi Hassine,Sidi Hassine,Sale,Houses,130.0,125000.0,01/08/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,300.0,750000.0,15/12/2023
Sfax,Sakiet Ezzit,Sakiet Ezzit,Land,Agricultural land,29000.0,900000.0,10/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,218.0,405000.0,02/01/2024
Manouba,Jedaida,Jedaida,Land,Agricultural land,48000.0,432000.0,28/12/2023
Tunis,Bab Bhar,Bab Bhar,Rental,2-room apartment,80.0,700.0,03/01/2024
Ariana,La Soukra,La Soukra,Sale,5-room apartment and more,2048.0,2500000.0,25/12/2023
Ariana,La Soukra,La Soukra,Land,Vacant land,335.0,301500.0,24/12/2023
Tunis,La Marsa,La Marsa,Sale,3-room apartment,137.0,335000.0,03/01/2024
Nabeul,Hammamet,Hammamet,Sale,Houses,400.0,950000.0,15/12/2023
Tunis,Bab Bhar,Bab Bhar,Rental,2-room apartment,1.0,750.0,01/01/2024
Tunis,La Goulette,La Goulette,Offices & Shops,Other,50.0,1300.0,18/12/2023
Tunis,La Marsa,La Marsa,Sale,Other,318.0,270300.0,25/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,350.0,1100000.0,28/12/2023
Ariana,Ariana Ville,Ariana Ville,Rental,3-room apartment,85.0,1000.0,01/01/2024
Nabeul,Hammamet,Hammamet,Land,Agricultural land,1600.0,400000.0,03/01/2024
Ariana,La Soukra,La Soukra,Sale,Duplex,212.0,700000.0,02/01/2024
Ariana,La Soukra,La Soukra,Rental,2-room apartment,100.0,750.0,26/12/2023
Tunis,La Marsa,La Marsa,Sale,2-room apartment,113.0,318200.0,18/12/2023
Tunis,La Marsa,La Marsa,Sale,Houses,70.0,200000.0,03/01/2024
Tunis,La Marsa,La Marsa,Rental,3-room apartment,128.0,900.0,28/12/2023
Tunis,La Marsa,La Marsa,Rental,3-room apartment,120.0,1400.0,15/12/2023
Sousse,Akouda,Akouda,Sale,2-room apartment,70.0,205000.0,11/12/2023
Tunis,Le Bardo,Le Bardo,Rental,1-room apartment,70.0,330.0,23/12/2023
Tunis,Carthage,Carthage,Sale,Houses,300.0,600000.0,17/12/2023
Ben arous,Rades,Rades,Sale,4-room apartment,120.0,260000.0,20/12/2023
Tunis,Bab Bhar,Bab Bhar,Offices & Shops,Office,340.0,6000.0,19/12/2023
Ariana,La Soukra,La Soukra,Land,Vacant land,513.0,460000.0,20/12/2023
Manouba,Mannouba,Mannouba,Sale,4-room apartment,100.0,180000.0,22/12/2023
Tunis,Bab Souika,Bab Souika,Sale,Other,520.0,675000.0,06/12/2023
Bizerte,Bizerte Nord,Bizerte Nord,Rental,4-room apartment,180.0,650.0,14/12/2023
Ariana,Sidi Thabet,Sidi Thabet,Land,Vacant land,1575.0,267750.0,02/01/2024
Tunis,Le Bardo,Le Bardo,Rental,3-room apartment,90.0,750.0,30/12/2023
Tunis,La Marsa,La Marsa,Rental,Houses,1.0,5800.0,02/01/2024
Tunis,La Marsa,La Marsa,Offices & Shops,Free management,25.0,2450.0,30/12/2023
Tunis,La Marsa,La Marsa,Rental,3-room apartment,140.0,600.0,18/12/2023
Tunis,La Marsa,La Marsa,Sale,1-room apartment,1.0,430000.0,29/12/2023
Ben arous,El Mourouj,El Mourouj,Rental,Other,50.0,1000.0,03/01/2024
Tunis,El Menzah,El Menzah,Rental,3-room apartment,110.0,1000.0,15/12/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Sale,2-room apartment,123.0,421000.0,21/12/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,4-room apartment,160.0,1700.0,18/12/2023
Tunis,El Menzah,El Menzah,Offices & Shops,Office,420.0,7500.0,24/12/2023
Nabeul,Hammamet,Hammamet,Rental,4-room apartment,200.0,1600.0,11/12/2023
Sfax,Sfax Ville,Sfax Ville,Land,Vacant land,1650.0,720000.0,01/01/2024
Bizerte,Bizerte Nord,Bizerte Nord,Land,Vacant land,1000.0,150000.0,26/12/2023
Tunis,La Marsa,La Marsa,Rental,1-room apartment,1.0,3000.0,22/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,400.0,190000.0,10/03/2023
Tunis,El Menzah,El Menzah,Rental,4-room apartment,160.0,900.0,03/01/2024
Tunis,El Omrane,El Omrane,Rental,4-room apartment,200.0,1450.0,24/12/2023
Ariana,Ariana Ville,Ariana Ville,Rental,3-room apartment,80.0,1500.0,22/09/2023
Ariana,Ariana Ville,Ariana Ville,Rental,2-room apartment,60.0,700.0,21/12/2023
Sousse,Sousse Ville,Sousse Ville,Rental,5-room apartment and more,750.0,3500.0,07/12/2023
Tunis,El Menzah,El Menzah,Offices & Shops,Office,751.0,16270.0,10/12/2023
Ariana,La Soukra,La Soukra,Sale,Duplex,321.0,1200000.0,20/12/2023
Nabeul,Hammamet,Hammamet,Rental,Houses,200.0,1450.0,13/12/2023
Tunis,Bab Bhar,Bab Bhar,Offices & Shops,Surfaces,150.0,3000.0,03/01/2024
Ariana,Ariana Ville,Ariana Ville,Rental,2-room apartment,110.0,1250.0,02/01/2024
Nabeul,Hammamet,Hammamet,Sale,Houses,370.0,1250000.0,11/12/2023
Ariana,Raoued,Raoued,Sale,Houses,350.0,630000.0,14/12/2023
Ben arous,El Mourouj,El Mourouj,Sale,Houses,400.0,1100000.0,24/12/2023
Nabeul,Soliman,Soliman,Land,Vacant land,376.0,221800.0,23/12/2023
Tunis,El Omrane,El Omrane,Sale,2-room apartment,51.0,170000.0,25/12/2023
Ben arous,El Mourouj,El Mourouj,Sale,Duplex,150.0,300000.0,12/12/2023
Ariana,Mnihla,Mnihla,Rental,3-room apartment,120.0,900.0,21/12/2023
Nabeul,Beni Khiar,Beni Khiar,Land,Vacant land,516.0,309000.0,04/01/2024
Medenine,Djerba - Houmet Essouk,Djerba - Houmet Essouk,Land,Vacant land,3400.0,300000.0,03/11/2023
Tunis,La Marsa,La Marsa,Rental,2-room apartment,100.0,1400.0,22/12/2023
Tunis,La Marsa,La Marsa,Rental,1-room apartment,35.0,600.0,01/01/2024
Tunis,Bab Bhar,Bab Bhar,Offices & Shops,Surfaces,100.0,1500.0,26/12/2023
Tunis,El Menzah,El Menzah,Rental,2-room apartment,120.0,1600.0,02/01/2024
Ariana,Ariana Ville,Ariana Ville,Sale,2-room apartment,66.0,200000.0,15/12/2023
Tunis,El Menzah,El Menzah,Sale,Houses,570.0,2500000.0,03/01/2024
Ben arous,El Mourouj,El Mourouj,Sale,4-room apartment,110.0,155000.0,14/12/2023
Nabeul,Hammamet,Hammamet,Offices & Shops,Business property,260.0,11000.0,31/12/2023
Sfax,Sfax Ville,Sfax Ville,Offices & Shops,Office,150.0,2500.0,15/12/2023
Ariana,Ariana Ville,Ariana Ville,Offices & Shops,Office,180.0,2700.0,26/12/2023
Ariana,Ariana Ville,Ariana Ville,Rental,2-room apartment,70.0,800.0,03/01/2024
Tunis,La Marsa,La Marsa,Rental,2-room apartment,1.0,3000.0,23/12/2023
Ben arous,Ben Arous,Ben Arous,Rental,5-room apartment and more,140.0,1500.0,13/12/2023
Monastir,Monastir,Monastir,Sale,Duplex,450.0,687000.0,18/12/2023
Tunis,La Marsa,La Marsa,Rental,3-room apartment,115.0,1200.0,09/12/2023
Tunis,La Marsa,La Marsa,Rental,Houses,280.0,4000.0,18/12/2023
Bizerte,Bizerte Nord,Bizerte Nord,Sale,3-room apartment,55.0,150000.0,06/12/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,3-room apartment,200.0,2200.0,04/01/2024
Ariana,Ariana Ville,Ariana Ville,Sale,Houses,540.0,1500000.0,19/12/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Sale,3-room apartment,166.0,631450.0,13/12/2023
Tunis,El Menzah,El Menzah,Rental,3-room apartment,90.0,800.0,28/12/2023
Tunis,Bab Bhar,Bab Bhar,Rental,1-room apartment,1.0,700.0,25/12/2023
Tunis,Bab Bhar,Bab Bhar,Rental,3-room apartment,90.0,1050.0,03/01/2024
Nabeul,Beni Khiar,Beni Khiar,Land,Vacant land,580.0,21000.0,15/12/2023
Ariana,Ariana Ville,Ariana Ville,Rental,1-room apartment,65.0,650.0,22/12/2023
Manouba,Oued Ellil,Oued Ellil,Sale,3-room apartment,82.0,134048.0,30/12/2023
Tunis,La Marsa,La Marsa,Sale,2-room apartment,120.0,330000.0,03/01/2024
Monastir,Monastir,Monastir,Rental,1-room apartment,75.0,450.0,18/12/2023
Ariana,Ariana Ville,Ariana Ville,Sale,1-room apartment,69.0,255300.0,20/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,280.0,845000.0,15/12/2023
Nabeul,Hammamet,Hammamet,Land,Vacant land,700.0,630000.0,12/12/2023
Manouba,Oued Ellil,Oued Ellil,Land,Vacant land,250.0,120000.0,19/12/2023
Nabeul,Hammamet,Hammamet,Rental,2-room apartment,85.0,760.0,03/01/2024
Ariana,Mnihla,Mnihla,Sale,Other,418.0,500000.0,21/12/2023
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,3-room apartment,120.0,2800.0,14/12/2023
Ariana,Ariana Ville,Ariana Ville,Rental,2-room apartment,90.0,800.0,06/12/2023
Sfax,Sakiet Ezzit,Sakiet Ezzit,Sale,3-room apartment,109.0,220000.0,30/12/2023
Tunis,La Marsa,La Marsa,Sale,1-room apartment,55.0,170000.0,22/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,218.0,405000.0,28/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,240.0,720000.0,03/01/2024
Manouba,Mannouba,Mannouba,Rental,Surfaces,110.0,400.0,22/12/2023
Tunis,El Menzah,El Menzah,Rental,3-room apartment,100.0,1350.0,26/12/2023
Sfax,Menzel Chaker,Menzel Chaker,Land,Agricultural land,245000.0,22000.0,08/06/2021
Ariana,Raoued,Raoued,Sale,Houses,420.0,460000.0,07/04/2023
Ariana,La Soukra,La Soukra,Rental,4-room apartment,150.0,1500.0,26/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,342.0,950000.0,14/12/2023
Tunis,Bab Souika,Bab Souika,Sale,Other,18.0,62000.0,12/12/2023
Ariana,La Soukra,La Soukra,Rental,5-room apartment and more,142.0,1800.0,02/01/2024
Tunis,La Marsa,La Marsa,Sale,Other,56.0,470645.0,21/12/2023
Ariana,La Soukra,La Soukra,Rental,2-room apartment,63.0,1150.0,25/12/2023
Nabeul,Hammamet,Hammamet,Land,Vacant land,175.0,40000.0,21/12/2023
Nabeul,Kelibia,Kelibia,Sale,3-room apartment,84.0,210000.0,13/12/2023
Ariana,Mnihla,Mnihla,Sale,3-room apartment,167.0,386000.0,03/01/2024
Sfax,Sfax Ville,Sfax Ville,Land,Vacant land,488.0,48000.0,25/02/2022
Ben arous,Ben Arous,Ben Arous,Sale,3-room apartment,55.0,150000.0,18/12/2023
Ariana,Mnihla,Mnihla,Land,Vacant land,556.0,806200.0,14/12/2023
Nabeul,Kelibia,Kelibia,Sale,1-room apartment,50.0,98000.0,13/12/2023
Sousse,Sousse Ville,Sousse Ville,Rental,Surfaces,922.0,6000.0,03/01/2024
Tunis,Ain Zaghouan,Ain Zaghouan,Rental,3-room apartment,96.0,870.0,02/01/2024
Ben arous,Ben Arous,Ben Arous,Sale,Houses,413.0,550000.0,01/01/2024
Tunis,El Menzah,El Menzah,Rental,4-room apartment,180.0,1600.0,13/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,400.0,890000.0,03/01/2024
Nabeul,Hammamet,Hammamet,Sale,Houses,360.0,1600000.0,23/12/2023
Nabeul,Hammamet,Hammamet,Rental,Houses,565.0,4500.0,23/12/2023
Ben arous,Mornag,Mornag,Sale,Surfaces,500.0,192000.0,15/12/2023
Tunis,La Marsa,La Marsa,Vacation rental,4-room apartment,180.0,1500.0,10/12/2023
Tunis,La Marsa,La Marsa,Rental,Duplex,150.0,2900.0,26/12/2023
Tunis,Carthage,Carthage,Sale,2-room apartment,100.0,195000.0,26/12/2023
Ben arous,El Mourouj,El Mourouj,Rental,2-room apartment,60.0,630.0,14/12/2023
Ben arous,Ben Arous,Ben Arous,Rental,2-room apartment,75.0,650.0,18/12/2023
Tunis,Bab Bhar,Bab Bhar,Offices & Shops,Office,65.0,870.0,11/12/2023
Tunis,La Marsa,La Marsa,Sale,Other,344.0,590000.0,25/12/2023
Tunis,El Ouerdia,El Ouerdia,Sale,Other,360.0,510000.0,20/12/2023
Sousse,Enfidha,Enfidha,Land,Vacant land,2400.0,75000.0,31/12/2023
Ben arous,Mornag,Mornag,Offices & Shops,Surfaces,9000.0,20000.0,02/08/2023
Tunis,La Marsa,La Marsa,Sale,1-room apartment,72.0,185000.0,19/12/2023
Ben arous,Fouchana,Fouchana,Rental,Surfaces,1000.0,3500.0,25/12/2023
Ariana,Raoued,Raoued,Sale,Houses,470.0,350000.0,19/12/2023
Nabeul,El Haouaria,El Haouaria,Sale,Houses,250.0,270000.0,03/01/2024
Ben arous,El Mourouj,El Mourouj,Sale,Houses,230.0,315000.0,20/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,909.0,3900000.0,16/12/2023
Tunis,Carthage,Carthage,Rental,3-room apartment,130.0,1700.0,03/01/2024
Sfax,Sfax Sud,Sfax Sud,Land,Vacant land,1165.0,105000.0,21/12/2023
Nabeul,Hammamet,Hammamet,Sale,Houses,500.0,1700000.0,15/11/2023
Tunis,El Kram,El Kram,Offices & Shops,Office,4200.0,68000.0,18/09/2023
